954;BICHOT Jacques
955;EUROSTAT
956;ESTIENNE Jean-François
957;GROUPE DE RECHERCHES PROSPECTIVES BRETON
958;DIDIER Michel
959;DUCATTE Jean-Claude
960;FOUCAULD Jean-Baptiste (de)
961;BOGAERT Henri
962;FITOUSSI Jean-Paul
963;STARK Hans
964;SEGHIN Achille
965;DE JONG André
966;GELAUFF George
967;GEURTS Ben
968;ZALM Gerrit
969;GARELLI Stéphane
970;LINARD de GUERTECHIN Madeleine
971;ALLAIS François
972;GRAEFF Christian
973;LACAZE Jean-Paul
974;BÉHAR Pierre
975;ARVAL
976;TCHERNIA Jean-François
977;BRÉCHON Pierre
978;LAMBERT Yves
979;LEMEL Yannick
980;Schweisguth Étienne
981;CHAUVEL Louis
982;SCHNEIDER-BUNNER Claude
983;MEULEN Ruud H.J. ter
984;KRUGMAN Paul
985;CHORFA Abdelhamid
986;STASI Bernard
987;OUDGHIRI Rémy
988;DUCEL Georges
989;BÉRAUD Claude
990;BENASSOULI Paul
991;MONTI Régine
992;Hayez Philippe
993;BÉNARD André
994;VERGER Daniel
995;DAUCHOT Michel
996;OTTAVI Alain
997;TUCHSZIRER Carole
998;DUVAL Eugène-Jean
999;HAMMOUDA Nacer-Eddine
1000;BUI TRONG Lucienne
1001;CARON Gérard
1002;FRIEDBERG Erhard
1003;SEVILLIA Jean
1004;PINTO Diana
1005;AUBREY Bob
1006;PAYSANT Michel
1007;TOURAINE Marisol
1008;BOURDEAU Luc
1009;'CJD (Centre des jeunes dirigeants d''entreprise)'
1010;DOBIAS Georges
1011;BÉRARD Jean-Michel
1012;VEXIAU Thierry
1013;MAILLARD Guy
1014;OKUBO Yoshiko
1015;SALOMON Jean-Jacques
1016;PENLEY Alexandre
1017;BONNY Sylvie
1018;BINDÉ Jérôme
1019;JÉGOU François
1020;FABRY Elvire
1021;GUIGOU Jean-Louis
1022;PERRINEAU Pascal
1023;BOUCHARD Julie
1024;FAVIER Jean
1025;COVA Bernard
1026;LEBRUN Chantal
1027;ÉLIE Michel
1028;BENSIDOUN Isabelle
1029;CHEVALLIER Agnès
1030;TRIBALAT Michèle
1031;BERTRAND Jacky
1032;BOUISSOU Jean-Marie
1033;SUZUKI Shigenobu
1034;SEIZELET Éric
1035;SADRIA Modjtaba
1036;YATABE Kazuhiko
1037;FAURE Guy
1038;MAYAUDON Pierre
1039;EYRAUD Henri
1040;JOYAUX François
1041;LAÏDI Zaki
1042;SARDON Jean-Paul
1043;PAPON Pierre
1044;HATCHUEL Georges
1045;LOISEL Jean-Pierre
1046;BODIN-RODIER Dominique
1047;MUNIER Francis
1048;NANOPOULOS Kostas
1049;CHESTERTON Gilbert Keith
1050;BORREDON Alain
1051;VANSSAY Bernadette (de)
1052;MAINCENT Emmanuelle
1053;MULDUR Ugur
1054;MER Francis
