1685;CUNEO Philippe;861;1504
1686;CAZES Gilles;862;1505
1687;CHARVET Jean-Paul;863;1506
1688;COULOMB Pierre;864;1506
1689;DELORME Hélène;865;1506
1690;PADILLA Martine;866;1506
1691;TRINE Jacques-André;867;1507
1692;HART Albert;868;1508
1693;POMMEREHNE Werner W.;343;1508
1694;NULL;14;NULL
1695;NULL;14;NULL
1696;NORTHCOTT Jim;869;1511
1697;FONTELA Emilio;7;1512
1698;DE FILIPPIS Vittorio;870;1513
1699;ELETA Roxana;871;1513
1700;HÉRON Antoine;872;1514
1701;PARANT Alain;144;1515
1702;CALOT Gérard;440;1516
1703;DRANCOURT Michel;596;1517
1704;NULL;14;NULL
1705;NULL;14;NULL
1706;LAURÉ Maurice;873;1520
1707;TOULEMON Robert;236;1521
1708;SCHWARTZ Peter;874;1522
1709;BARTHÉLÉMY Jacques;858;1523
1710;CETTE Gilbert;859;1523
1711;CUNEO Philippe;861;1523
1712;FOURMANN Emmanuel;875;1524
1713;Malpede Diana;809;1525
1714;NULL;14;NULL
1715;NULL;14;NULL
1716;NULL;14;NULL
1717;GUILLEMIN Claude;23;1529
1718;DRANCOURT Michel;596;1530
1719;EUZÉBY Chantal;501;1531
1720;NULL;14;NULL
1721;DRANCOURT Michel;596;1533
1722;NULL;14;NULL
1723;NULL;14;NULL
1724;LOMBARD Laurence;876;1536
1725;TRESMONTANT Raphaël;877;1536
1726;GODET Michel;142;1537
1727;ROCHEFORT Robert;878;1538
1728;TOULEMON Robert;236;1539
1729;HANCOCK David;879;1540
1730;BÉRIOT Louis;802;1541
1731;THOMAS Olivier;880;1542
1732;NULL;14;NULL
1733;NULL;14;NULL
1734;BABEAU André;300;1545
1735;DANIEL Jean-Pierre;881;1546
1736;CALOT Gérard;440;1547
1737;ROUSSEL Véronique;882;1548
1738;SALAIS Jacques;883;1549
1739;NULL;14;NULL
1740;DRANCOURT Michel;596;1551
1741;MERLIN Albert;708;1552
1742;NULL;14;NULL
1743;NULL;14;NULL
1744;GODET Michel;142;1555
1745;MAILLARD Didier;884;1556
1746;LAURÉ Maurice;873;1557
1747;NADEL Henri;885;1558
1748;SCHIRAY Michel;27;1559
1749;NULL;14;NULL
1750;NULL;14;NULL
1751;WYSS Hans;886;1562
1752;OULD AOUDIA Jacques;887;1563
1753;ARTHUIS Jean;888;1564
1754;NIVAT Dominique;889;1565
1755;PAQUIER Olivier;890;1565
1756;MORIN Jean-Pierre;891;1566
1757;CHEYSSON Claude;892;1567
1758;AZNAR Guy;327;1568
1759;NULL;14;NULL
1760;NULL;14;NULL
1761;Riffault Hélène;893;1571
1762;SCARDIGLI Victor;95;1572
1763;COLLETTE Jean-Michel;670;1573
1764;PORTNOFF André-Yves;894;1574
1765;NULL;14;NULL
1766;NULL;14;NULL
1767;NULL;14;NULL
1768;NULL;14;NULL
1769;FONTELA Emilio;7;1579
1770;POURSIN Jean-Marie;895;1580
1771;LAURÉ Maurice;873;1581
1772;SCHWAB Laurent;389;1582
1773;NULL;14;NULL
1774;DRANCOURT Michel;596;1584
1775;NULL;14;NULL
1776;NULL;14;NULL
1777;NULL;14;NULL
1778;VAN PARIJS Philippe;614;1588
1779;RICHÉ Philippe;896;1589
1780;FISCH Jean-Marie;897;1590
1781;RIPOLL René-François;898;1590
1782;GORZ André;351;1591
1783;AZNAR Guy;327;1592
1784;CLERC Denis;574;1593
1785;MARTIN Gérard;435;1594
1786;CALOT Gérard;440;1595
1787;NULL;14;NULL
1788;NULL;14;NULL
1789;NULL;14;NULL
1790;KOPP Pierre;899;1599
1791;SCHIRAY Michel;27;1599
1792;LABROUSSE Alain;900;1600
1793;SCHIRAY Michel;27;1601
1794;SALAMA Pierre;901;1602
1795;KOZEL Nicholas;902;1603
1796;LAMBERT Elizabeth;903;1603
1797;EHRENBERG Alain;904;1604
1798;OGIEN Albert;905;1605
1799;KOPP Pierre;899;1606
1800;TRAUTMANN Catherine;906;1607
1801;NADELMANN Ethan;907;1608
1802;NULL;14;NULL
1803;NULL;14;NULL
1804;GAUTIÉ Jérôme;908;1611
1805;FREEMAN Christopher;581;1612
1806;NULL;14;NULL
1807;NULL;14;NULL
1808;NULL;14;NULL
1809;NULL;14;NULL
1810;RAUX Jean-François;909;1617
1811;SCHOETTL Jean-Marc;910;1618
1812;SEURAT Richard;911;1619
1813;GODET Michel;142;1620
1814;DRANCOURT Michel;596;1621
1815;NULL;14;NULL
1816;NULL;14;NULL
1817;REYNAUD Emmanuel;912;1624
1818;QUINET Alain;913;1625
1819;TIEN DUC Nguyen;914;1626
1820;QUINET Émile;750;1627
1821;GORZ André;351;1628
1822;NULL;14;NULL
1823;NULL;14;NULL
1824;NULL;14;NULL
1825;HOURCADE Jean-Charles;26;1632
1826;KOSTOPOULOU Maria;915;1632
1827;MARTIN Jean-Marie;677;1633
1828;CRIQUI Patrick;916;1634
1829;APPERT Olivier;917;1635
1830;CUSSAGUET Pierre-Marie;918;1635
1831;DESSUS Benjamin;919;1636
1832;BONDUELLE Antoine;920;1637
1833;RADANNE Pierre;921;1637
1834;MOISAN François;922;1638
1835;GIRAUD Pierre-Noël;608;1639
1836;NADAI Alain;923;1639
1837;MARTIN Yves;924;1640
1838;ZAGAMÉ Paul;925;1641
1839;NULL;14;NULL
1840;NULL;14;NULL
1841;NULL;14;NULL
1842;LALLEMENT Rémi;926;1645
1843;PICHT Robert;927;1646
1844;MATHEWS Georges;928;1647
1845;NULL;14;NULL
1846;NULL;14;NULL
1847;NULL;14;NULL
1848;JOUVENEL Hugues (de);180;1651
1849;FLICHY Patrice;929;1652
1850;PORTNOFF André-Yves;894;1653
1851;DALLOZ Xavier;930;1653
1852;PELISSOLO Jean-Claude;450;1654
1853;MOORE Matthew;931;1655
1854;NULL;14;NULL
1855;LE DIBERDER Alain;509;1657
1856;CHAMOUX Jean-Pierre;282;1658
1857;NULL;14;NULL
1858;NULL;14;NULL
1859;JOUVENEL Hugues (de);180;1661
1860;NULL;14;NULL
1861;BRESSAND Albert;932;1663
1862;DISTLER Catherine;933;1663
1863;DE BRABANDERE Luc;666;1664
1864;TRICHET Jean-Claude;934;1665
1865;PADOA-SCHIOPPA Tommaso;935;1666
1866;RICHARD Pierre;936;1667
1867;SAINT-GEOURS Jean;76;1668
1868;CARPENTIER Pierre-André;937;1669
1869;GOUX-BAUDIMENT Fabienne;938;1670
1870;LÉVY Michel Louis;939;1671
1871;NULL;14;NULL
1872;NULL;14;NULL
1873;KAISERGRUBER Danielle;940;1674
1874;COATES Joseph;941;1675
1875;CDU-CSU;942;1676
1876;BONNAURE Pierre;943;1677
1877;GÉLINIER Octave;944;1678
1878;NULL;14;NULL
1879;NULL;14;NULL
1880;NULL;14;NULL
1881;JOUVENEL Hugues (de);180;1682
1882;FESTY Patrick;593;1683
1883;BÉCHU Nathalie;945;1684
1884;CHEVALLIER Éric;946;1684
1885;HASSOUN Judith;947;1684
1886;KADDAR Miloud;948;1684
1887;POMMIER Jeanine;949;1684
1888;SERVOISE Olivier;950;1685
1889;NULL;14;NULL
1890;NULL;14;NULL
1891;LEHNDORFF Steffen;951;1688
1892;SAUVAGE Patrice;619;1689
1893;HEDDEBAUT Odile;952;1690
1894;JOIGNAUX Guy;953;1690
1895;QUINET Émile;750;1691
1896;TOULEMON Robert;236;1692
1897;NULL;14;NULL
1898;NULL;14;NULL
1899;BICHOT Jacques;954;1695
1900;EUROSTAT;955;1696
1901;ESTIENNE Jean-François;956;1697
1902;NULL;14;NULL
1903;FAUCHARD Liam;719;1699
1904;GROUPE DE RECHERCHES PROSPECTIVES BRETON;957;1699
1905;GALLAND Olivier;626;1700
1906;GAUTIÉ Jérôme;908;1700
1907;NULL;14;NULL
1908;NULL;14;NULL
1909;LESOURNE Jacques;156;1703
1910;DIDIER Michel;958;1704
1911;DUCATTE Jean-Claude;959;1705
1912;FOUCAULD Jean-Baptiste (de);960;1706
1913;BOGAERT Henri;961;1707
1914;EUZÉBY Alain;559;1708
1915;EUZÉBY Chantal;501;1708
1916;FITOUSSI Jean-Paul;962;1709
1917;CAZES Gilles;862;1710
1918;EUZÉBY Alain;559;1710
1919;MAAREK Gérard;293;1710
1920;NULL;14;NULL
1921;NULL;14;NULL
1922;STARK Hans;963;1713
1923;SEGHIN Achille;964;1714
1924;DE JONG André;965;1715
1925;GELAUFF George;966;1715
1926;GEURTS Ben;967;1715
1927;ZALM Gerrit;968;1715
1928;GARELLI Stéphane;969;1716
1929;LINARD de GUERTECHIN Madeleine;970;1716
1930;MERLIN Albert;708;1717
1931;PETRELLA Riccardo;206;1718
1932;NULL;14;NULL
1933;NULL;14;NULL
1934;ALLAIS François;971;1721
1935;GRAEFF Christian;972;1722
1936;DE JONG André;965;1723
1937;GELAUFF George;966;1723
1938;GEURTS Ben;967;1723
1939;ZALM Gerrit;968;1723
1940;LACAZE Jean-Paul;973;1724
1941;NULL;14;NULL
1942;BÉHAR Pierre;974;1726
1943;NULL;14;NULL
1944;NULL;14;NULL
1945;ARVAL;975;1729
1946;TCHERNIA Jean-François;976;1730
1947;Riffault Hélène;893;1731
1948;ROUSSEL Louis;441;1732
1949;BRÉCHON Pierre;977;1733
1950;LAMBERT Yves;978;1734
1951;GALLAND Olivier;626;1735
1952;LEMEL Yannick;979;1735
1953;Schweisguth Étienne;980;1736
1954;Schweisguth Étienne;980;1737
1955;CHAUVEL Louis;981;1738
1956;CAZES Bernard;9;1739
1957;NULL;14;NULL
1958;NULL;14;NULL
1959;JOUVENEL Hugues (de);180;1742
1960;SCHNEIDER-BUNNER Claude;982;1743
1961;MEULEN Ruud H.J. ter;983;1744
1962;KRUGMAN Paul;984;1745
1963;NULL;14;NULL
1964;NULL;14;NULL
1965;JOUVENEL Hugues (de);180;1748
1966;ELMANDJRA Mahdi;238;1749
1967;CHORFA Abdelhamid;985;1750
1968;STASI Bernard;986;1751
1969;OUDGHIRI Rémy;987;1752
1970;GODET Michel;142;1753
1971;NULL;14;NULL
1972;NULL;14;NULL
1973;JOUVENEL Hugues (de);180;1756
1974;DUCEL Georges;988;1757
1975;BÉRAUD Claude;989;1758
1976;BENASSOULI Paul;990;1759
1977;MONTI Régine;991;1759
1978;Bourcier de Carbon Philippe;683;1760
1979;NULL;14;NULL
1980;NULL;14;NULL
1981;JOUVENEL Hugues (de);180;1763
1982;Hayez Philippe;992;1764
1983;BÉNARD André;993;1765
1984;BARRÉ Rémi;311;1766
1985;BONNAURE Pierre;943;1766
1986;NULL;14;NULL
1987;NULL;14;NULL
1988;NULL;14;NULL
1989;NULL;14;NULL
1990;JOUVENEL Hugues (de);180;1771
1991;MORGAN Nicole S.;92;1772
1992;BOULIN Jean-Yves;828;1773
1993;CETTE Gilbert;859;1773
1994;VERGER Daniel;994;1773
1995;DAUCHOT Michel;995;1773
1996;BOULIN Jean-Yves;828;1774
1997;CETTE Gilbert;859;1774
1998;OTTAVI Alain;996;1775
1999;TUCHSZIRER Carole;997;1775
2000;BOITEUX Marcel;590;1776
2001;CHORFA Abdelhamid;985;1777
2002;DUVAL Eugène-Jean;998;1777
2003;FAUCHARD Liam;719;1777
2004;HAMMOUDA Nacer-Eddine;999;1777
2005;NULL;14;NULL
2006;NULL;14;NULL
2007;NULL;14;NULL
2008;JOUVENEL Hugues (de);180;1781
2009;BUI TRONG Lucienne;1000;1782
2010;TOULEMON Robert;236;1783
2011;CARON Gérard;1001;1784
2012;FRIEDBERG Erhard;1002;1785
2013;OUDGHIRI Rémy;987;1786
2014;BONNAURE Pierre;943;1787
2015;SEVILLIA Jean;1003;1788
2016;NULL;14;NULL
2017;NULL;14;NULL
2018;NULL;14;NULL
2019;JOUVENEL Hugues (de);180;1792
2020;PINTO Diana;1004;1793
2021;AUBREY Bob;1005;1794
2022;PAYSANT Michel;1006;1795
2023;PARANT Alain;144;1796
2024;NULL;14;NULL
2025;NULL;14;NULL
2026;NULL;14;NULL
2027;NULL;14;NULL
2028;JOUVENEL Hugues (de);180;1801
2029;TOURAINE Marisol;1007;1802
2030;COATES Joseph;941;1803
2031;BONNAURE Pierre;943;1804
2032;BOURDEAU Luc;1008;1805
2033;DRANCOURT Michel;596;1806
2034;NULL;14;NULL
2035;NULL;14;NULL
2036;NULL;14;NULL
2037;JOUVENEL Hugues (de);180;1810
2038;'CJD (Centre des jeunes dirigeants d''entreprise)';1009;1811
2039;MORGAN Nicole S.;92;1812
2040;GODARD Olivier;56;1813
2041;DOBIAS Georges;1010;1814
2042;BÉRARD Jean-Michel;1011;1815
2043;VEXIAU Thierry;1012;1815
2044;NULL;14;NULL
2045;MAILLARD Guy;1013;1817
2046;MOUSLI Marc;587;1818
2047;NULL;14;NULL
2048;NULL;14;NULL
2049;NULL;14;NULL
2050;JOUVENEL Hugues (de);180;1822
2051;MICHEL Alain;856;1823
2052;ALBERT Michel;239;1824
2053;REYNAUD Emmanuel;912;1825
2054;OKUBO Yoshiko;1014;1826
2055;SALOMON Jean-Jacques;1015;1827
2056;PENLEY Alexandre;1016;1828
2057;BARRÉ Rémi;311;1829
2058;GODET Michel;142;1829
2059;NULL;14;NULL
2060;NULL;14;NULL
2061;NULL;14;NULL
2062;JOUVENEL Hugues (de);180;1833
2063;SALOMON Jean-Jacques;1015;1834
2064;ALLAIS François;971;1835
2065;GRAEFF Christian;972;1835
2066;BONNY Sylvie;1017;1836
2067;BINDÉ Jérôme;1018;1837
2068;JÉGOU François;1019;1838
2069;NULL;14;NULL
2070;NULL;14;NULL
2071;NULL;14;NULL
2072;JOUVENEL Hugues (de);180;1842
2073;LESOURNE Jacques;156;1843
2074;FABRY Elvire;1020;1844
2075;GUIGOU Jean-Louis;1021;1845
2076;MORGAN Nicole S.;92;1846
2077;KLATZMANN Joseph;212;1847
2078;BONNAURE Pierre;943;1848
2079;WELLS Herbert George;594;1849
2080;NULL;14;NULL
2081;NULL;14;NULL
2082;NULL;14;NULL
2083;JOUVENEL Hugues (de);180;1853
2084;PERRINEAU Pascal;1022;1854
2085;BOUCHARD Julie;1023;1855
2086;FAVIER Jean;1024;1856
2087;MORGAN Nicole S.;92;1857
2088;ELMANDJRA Mahdi;238;1858
2089;NULL;14;NULL
2090;NULL;14;NULL
2091;NULL;14;NULL
2092;JOUVENEL Hugues (de);180;1862
2093;COVA Bernard;1025;1863
2094;MAHONEY Thomas H.D.;689;1864
2095;LEBRUN Chantal;1026;1865
2096;ÉLIE Michel;1027;1866
2097;BONNAURE Pierre;943;1867
2098;GRANRUT Charles (du);570;1868
2099;NULL;14;NULL
2100;NULL;14;NULL
2101;NULL;14;NULL
2102;JOUVENEL Hugues (de);180;1872
2103;BÉRAUD Claude;989;1873
2104;BENSIDOUN Isabelle;1028;1874
2105;CHEVALLIER Agnès;1029;1874
2106;TRIBALAT Michèle;1030;1875
2107;BERTRAND Jacky;1031;1876
2108;NULL;14;NULL
2109;NULL;14;NULL
2110;NULL;14;NULL
2111;NULL;14;NULL
2112;JOUVENEL Hugues (de);180;1881
2113;BOUISSOU Jean-Marie;1032;1882
2114;BOUISSOU Jean-Marie;1032;1883
2115;SUZUKI Shigenobu;1033;1884
2116;SEIZELET Éric;1034;1885
2117;SADRIA Modjtaba;1035;1886
2118;YATABE Kazuhiko;1036;1887
2119;FAURE Guy;1037;1888
2120;DOURILLE-FEER Évelyne;462;1889
2121;BOUISSOU Jean-Marie;1032;1890
2122;SADRIA Modjtaba;1035;1891
2123;MAYAUDON Pierre;1038;1892
2124;EYRAUD Henri;1039;1893
2125;BOUISSOU Jean-Marie;1032;1894
2126;FAURE Guy;1037;1894
2127;JOYAUX François;1040;1894
2128;LAÏDI Zaki;1041;1894
2129;SADRIA Modjtaba;1035;1894
2130;YATABE Kazuhiko;1036;1894
2131;BOUISSOU Jean-Marie;1032;1895
2132;NULL;14;NULL
2133;NULL;14;NULL
2134;NULL;14;NULL
2135;JOUVENEL Hugues (de);180;1899
2136;CALOT Gérard;440;1900
2137;SARDON Jean-Paul;1042;1900
2138;AZNAR Guy;327;1901
2139;BARTHÉLÉMY Jacques;858;1902
2140;CETTE Gilbert;859;1902
2141;PAPON Pierre;1043;1903
2142;HATCHUEL Georges;1044;1904
2143;LOISEL Jean-Pierre;1045;1904
2144;DRANCOURT Michel;596;1905
2145;CAZES Bernard;9;1906
2146;NULL;14;NULL
2147;NULL;14;NULL
2148;NULL;14;NULL
2149;JOUVENEL Hugues (de);180;1910
2150;BODIN-RODIER Dominique;1046;1911
2151;DRANCOURT Michel;596;1912
2152;HÉRAUD Jean-Alain;400;1913
2153;MUNIER Francis;1047;1913
2154;NANOPOULOS Kostas;1048;1913
2155;BONNAURE Pierre;943;1914
2156;CHESTERTON Gilbert Keith;1049;1915
2157;NULL;14;NULL
2158;NULL;14;NULL
2159;NULL;14;NULL
2160;JOUVENEL Hugues (de);180;1919
2161;BORREDON Alain;1050;1920
2162;VANSSAY Bernadette (de);1051;1921
2163;GODET Michel;142;1922
2164;MORGAN Nicole S.;92;1923
2165;OUDGHIRI Rémy;987;1923
2166;NULL;14;NULL
2167;NULL;14;NULL
2168;NULL;14;NULL
2169;JOUVENEL Hugues (de);180;1927
2170;BRESSAND Albert;932;1928
2171;MAINCENT Emmanuelle;1052;1928
2172;FABRY Elvire;1020;1929
2173;MULDUR Ugur;1053;1930
2174;BONNAURE Pierre;943;1931
2175;MER Francis;1054;1931
2176;NULL;14;NULL
2177;NULL;14;NULL
2178;NULL;14;NULL
2179;JOUVENEL Hugues (de);180;1935
2180;MARQUIÉ Sophie;1055;1936
2181;BÉHAR Pierre;974;1937
2182;PASSERON Hervé;682;1938
2183;SALOMON Jean-Jacques;1015;1939
2184;NULL;14;NULL
2185;NULL;14;NULL
2186;NULL;14;NULL
2187;JOUVENEL Hugues (de);180;1943
2188;TADDEI Dominique;826;1944
2189;BARTHÉLÉMY Jacques;858;1945
2190;BOULIN Jean-Yves;828;1945
2191;CETTE Gilbert;859;1945
2192;LABROUSSE Alain;900;1946
2193;GUSMÃO Regina;1056;1947
2194;BARTHÉLÉMY Jacques;858;1948
2195;CETTE Gilbert;859;1948
2196;ROCARD Michel;405;1949
2197;BONNAURE Pierre;943;1950
2198;NULL;14;NULL
2199;NULL;14;NULL
2200;NULL;14;NULL
2201;JOUVENEL Hugues (de);180;1954
2202;KAHN Axel;1057;1955
2203;RORTY Richard;1058;1956
2204;DACHEUX Éric;1059;1957
2205;NULL;14;NULL
2206;CAZES Bernard;9;1959
2207;NULL;14;NULL
2208;NULL;14;NULL
2209;NULL;14;NULL
2210;JOUVENEL Hugues (de);180;1963
2211;FITOUSSI Jean-Paul;962;1964
2212;ROQUEPLO Philippe;357;1965
2213;GODARD Olivier;56;1966
2214;THEYS Jacques;1060;1967
2215;BRADSHAW Jonathan;1061;1968
2216;GRIGNON Michel;673;1969
2217;PROBST Jean-Paul;1062;1970
2218;CALOT Gérard;440;1971
2219;NULL;14;NULL
2220;NULL;14;NULL
2221;NULL;14;NULL
2222;JOUVENEL Hugues (de);180;1975
2223;MARTINAND Claude;1063;1976
2224;GUIGOU Jean-Louis;1021;1977
2225;PALOU Roland;1064;1978
2226;DAGONNEAU Michel;1065;1979
2227;Hayez Philippe;992;1979
2228;Mély Bernard;1066;1979
2229;BONNAURE Pierre;943;1980
2230;PAYSANT Michel;1006;1981
2231;NULL;14;NULL
2232;NULL;14;NULL
2233;NULL;14;NULL
2234;JOUVENEL Hugues (de);180;1985
2235;BÉHAR Pierre;974;1986
2236;BINDÉ Jérôme;1018;1987
2237;CAZES Bernard;9;1988
2238;PROUTEAU Lionel;1067;1989
2239;BOULIN Jean-Yves;828;1990
2240;CETTE Gilbert;859;1990
2241;COSTE Lucien;1068;1991
2242;NULL;14;NULL
2243;NULL;14;NULL
2244;NULL;14;NULL
2245;NULL;14;NULL
2246;JOUVENEL Hugues (de);180;1996
2247;NGUYEN Thi My Dung;1069;1997
2248;SCHWAB Laurent;389;1997
2249;Schweisguth Étienne;980;1998
2250;QUESNE Lionel;1070;1999
2251;VIVIEN Franck-Dominique;1071;1999
2252;CAZES Bernard;9;2000
2253;NULL;14;NULL
2254;NULL;14;NULL
2255;NULL;14;NULL
2256;JOUVENEL Hugues (de);180;2004
2257;LIBAERT Thierry;1072;2005
2258;LENOIR René;674;2006
2259;GAILLARD Jacques;1073;2007
2260;MASTERS Roger D.;1074;2008
2261;NULL;14;NULL
2262;ANTOINE Serge;61;2010
2263;NULL;14;NULL
2264;NULL;14;NULL
2265;NULL;14;NULL
2266;JOUVENEL Hugues (de);180;2014
2267;Boisseau du Rocher Sophie;1075;2015
2268;SIMON Jean-christophe;1076;2015
2269;Spector Thérèse;1077;2016
2270;HAËNTJENS Jean;296;2017
2271;ALBERT Michel;239;2018
2272;NULL;14;NULL
2273;NULL;14;NULL
2274;NULL;14;NULL
2275;JOUVENEL Hugues (de);180;2022
2276;VALASKAKIS Kimon;105;2023
2277;BRAT Éric;1078;2024
2278;COLLOMBEL Philippe;1079;2024
2279;GATIGNOL Laurent;1080;2024
2280;KRUGMAN Paul;984;2025
2281;BONNAURE Pierre;943;2026
2282;NULL;14;NULL
2283;NULL;14;NULL
2284;NULL;14;NULL
2285;JOUVENEL Hugues (de);180;2030
2286;BANETH Jean;1081;2031
2287;JOUVENEL Bertrand (de);1;2032
2288;RIBAULT Thierry;1082;2033
2289;RAILLON François;1083;2034
2290;DEBRUYNE Stéphanie;1084;2035
2291;NULL;14;NULL
2292;NULL;14;NULL
2293;NULL;14;NULL
2294;JOUVENEL Hugues (de);180;2039
2295;BICHOT Jacques;954;2040
2296;MARCILHACY Dominique;1085;2040
2297;DRANCOURT Michel;596;2041
2298;MARÉCHAL Jean-Paul;1086;2042
2299;SALOMON Jean-Jacques;1015;2043
2300;NULL;14;NULL
2301;NULL;14;NULL
2302;NULL;14;NULL
2303;JOUVENEL Hugues (de);180;2047
2304;BENBLIDIA Mohamed;1087;2048
2305;MARGAT Jean;1088;2048
2306;VALLÉE Domitille;1089;2048
2307;NULL;14;NULL
2308;Kovacshazy Marie-Christine;1090;2050
2309;PARANT Alain;144;2051
2310;CHAUVEL Louis;981;2052
2311;COLLERIE DE BORELY Aude;1091;2053
2312;NULL;14;NULL
2313;NULL;14;NULL
2314;NULL;14;NULL
2315;JOUVENEL Hugues (de);180;2057
2316;COOMANS Géry;1092;2058
2317;DONNADIEU Gérard;1093;2059
2318;CHESNEAUX Jean;1094;2060
2319;OHNET Jean-Marc;1095;2061
2320;NULL;14;NULL
2321;NULL;14;NULL
2322;NULL;14;NULL
2323;JOUVENEL Hugues (de);180;2065
2324;LEBRUN Chantal;1026;2066
2325;BAILLY Jean-Paul;1096;2067
2326;PAILLOTIN Guy;1097;2068
2327;SEGHIN Achille;964;2069
2328;NULL;14;NULL
2329;NULL;14;NULL
2330;NULL;14;NULL
2331;JOUVENEL Hugues (de);180;2073
2332;LALLEMENT Rémi;926;2074
2333;SALOMON Jean-Jacques;1015;2075
2334;WIERINK Marie;1098;2076
2335;BONNAURE Pierre;943;2077
2336;NULL;14;NULL
2337;NULL;14;NULL
2338;NULL;14;NULL
2339;JOUVENEL Hugues (de);180;2081
2340;BARTHÉLÉMY Jacques;858;2082
2341;BOULIN Jean-Yves;828;2082
2342;CETTE Gilbert;859;2082
2343;EVANS John;1099;2083
2344;MARIANA Pascal;1100;2083
2345;NULL;14;NULL
2346;GAUTHIER Jean-Pierre;1101;2085
2347;SAVEL Stéphanie;1102;2085
2348;BARTHÉLÉMY Jacques;858;2086
2349;CETTE Gilbert;859;2086
2350;MAAREK Gérard;293;2087
2351;BOULIN Jean-Yves;828;2088
2352;LEFEVRE Gilbert ;1103;2088
2353;SILVERA Rachel;1104;2088
2354;TADDEI Dominique;826;2089
2355;DEGROOTE Laurent;1105;2090
2356;ANDCP;1106;2091
2357;AZNAR Guy;327;2092
2358;NULL;14;NULL
2359;NULL;14;NULL
2360;NULL;14;NULL
2361;NULL;14;NULL
2362;JOUVENEL Hugues (de);180;2097
2363;LÖPPÖNEN Paavo;1107;2098
2364;VANNE Reijo;1108;2098
2365;GODET Michel;142;2099
2366;ASCHER François;1109;2100
2367;BOY Daniel;1110;2101
2368;DION Albert (de);1111;2102
2369;LESOURNE Jacques;156;2103
2370;PASSY Alexandre;1112;2103
2371;VIGNON André;1113;2103
2372;NULL;14;NULL
2373;NULL;14;NULL
2374;NULL;14;NULL
2375;JOUVENEL Hugues (de);180;2107
2376;THEYS Jacques;1060;2108
2377;PAPON Pierre;1043;2109
2378;GODARD Olivier;56;2110
2379;COMOLET Arnaud;659;2111
2380;MENDRAS Henri;68;2112
2381;WATKINS Jr. John Elfreth;1114;2113
2382;NULL;14;NULL
2383;NULL;14;NULL
2384;NULL;14;NULL
2385;JOUVENEL Hugues (de);180;2117
2386;BICHOT Jacques;954;2118
2387;BONNAURE Pierre;943;2119
2388;SCHMIDT Christian;1115;2120
2389;Engel Ralf;1116;2121
2390;NULL;14;NULL
2391;NULL;14;NULL
2392;NULL;14;NULL
2393;JOUVENEL Hugues (de);180;2125
2394;GODINOT Xavier;1117;2126
2395;CATINAT Michel;1118;2127
2396;NULL;14;NULL
2397;BRENOT-OULDALI Annie;1119;2129
2398;ROCHÉ Jacques;1120;2130
2399;NULL;14;NULL
2400;NULL;14;NULL
2401;NULL;14;NULL
2402;JOUVENEL Hugues (de);180;2134
2403;LAUBACHER Robert J.;1121;2135
2404;MALONE Thomas W.;1122;2135
2405;MICHEL Alain;856;2136
2406;Lazar Gilbert;1123;2137
2407;GÉRARDIN Arnaud;1124;2138
2408;LIST Friedrich;1125;2139
2409;NULL;14;NULL
2410;NULL;14;NULL
2411;NULL;14;NULL
2412;JOUVENEL Hugues (de);180;2143
2413;CALOT Gérard;440;2144
2414;SARDON Jean-Paul;1042;2144
2415;CALOT Gérard;440;2145
2416;SARDON Jean-Paul;1042;2145
2417;SARDON Jean-Paul;1042;2146
2418;PARANT Alain;144;2147
2419;TAMBURINI Giovanni;1126;2148
2420;BÉLAND Daniel;1127;2149
2421;LANCEREAU Thomas;1128;2150
2422;NEUMANN John von;1129;2151
2423;NULL;14;NULL
2424;NULL;14;NULL
2425;NULL;14;NULL
2426;JOUVENEL Hugues (de);180;2155
2427;SALOMON Jean-Jacques;1015;2156
2428;HESPEL Véronique;1130;2157
2429;THIERRY Michel;1131;2157
2430;BARTHÉLÉMY Jacques;858;2158
2431;CETTE Gilbert;859;2158
2432;DONNAT Olivier;1132;2159
2433;CHOUCHAN Dominique;1133;2160
2434;NULL;14;NULL
2435;NULL;14;NULL
2436;NULL;14;NULL
2437;JOUVENEL Hugues (de);180;2164
2438;BERTRAND Gilles;1134;2165
2439;MICHALSKI Anna;1135;2165
2440;PENCH Lucio R.;1136;2165
2441;HUMEUR Venceslas;1137;2166
2442;AZNAR Guy;327;2167
2443;BEAUD Michel;1138;2168
2444;DRANCOURT Michel;596;2169
2445;NULL;14;NULL
2446;NULL;14;NULL
2447;NULL;14;NULL
2448;JOUVENEL Hugues (de);180;2173
2449;ARRONDEL Luc;1139;2174
2450;MASSON André;1140;2174
2451;DRANCOURT Michel;596;2175
2452;JOUVENEL Hugues (de);180;2176
2453;LÉVY Michel Louis;939;2177
2454;NULL;14;NULL
2455;NULL;14;NULL
2456;NULL;14;NULL
2457;JOUVENEL Hugues (de);180;2181
2458;BATISSE Michel;1141;2182
2459;SAINT-GEOURS Jean;76;2183
2460;BONNAURE Pierre;943;2184
2461;BUI DANG HA DOAN;1142;2185
2462;CAZES Bernard;9;2186
2463;NULL;14;NULL
2464;NULL;14;NULL
2465;NULL;14;NULL
2466;NULL;14;NULL
2467;JOUVENEL Hugues (de);180;2191
2468;BARRÉ Rémi;311;2192
2469;ALBERT Michel;239;2193
2470;PORTNOFF André-Yves;894;2194
2471;BELLIARD Octave;1143;2195
